brand,likes
Абураме Торуне,0
Акамару,10
Акахоши,0
Амеюри Ринго,2
Анко Митараши,26
Ао,0
Аоба Ямаширо,2
Аода,4
Асума Сарутоби,11
Асура Ооцуцуки,12
Ацуи,0
Ашина Узумаки,1
Аяме,3
Баки,0
Баку,0
Бансай,0
Бару Учиха,0
Бекко,0
Бивако Сарутоби,0
Блю Би (Фукаи),0
Боруто Узумаки,9
Бунпуку,0
Буцума Сенджу,3
Бьякурен,0
Гаара,130
Гамабунта,5
Гамаден,0
Гамакен,0
Гамакичи,4
Гаматацу,2
Гамахиро,0
Гари,0
Гато,0
Гекко Хаяте,6
Генгецу Хозуки,4
Генма Ширануи,15
Геротора,1
Гурен,8
Гьюки (Хачиби),3
Дан Като,4
Данзо Шимура,6
Даруи,2
Дейдара,67
Джей,0
Джирайя,42
Джиробо,0
Джуго,6
Досу Кинута,1
Ёмэ,0
Забуза Момочи,23
brand,likes
Заку Абуми,0
Зецу,5
Ибики Морино,4
Изумо Камизуки,1
Изуна Учиха,41
Индра Ооцуцуки,13
Ино Яманака,40
Иноджин Яманака,3
Иноичи Яманака,1
Ироха Хьюга,0
Ирука Умино,26
Исобу (Санби),1
Итама Сенджу,3
Итачи Учиха,210
Йорои Акадо,0
Йошино Нара,1
Кабуто Якуши,20
Каваки,0
Каварама Сенджу,1
Кагами Учиха,6
Кагура Каратачи,2
Кагуя Ооцуцуки,24
Казума (Фуридо),0
Какаши Хатаке,218
Какузу,14
Канкуро,13
Канпу,0
Карин Узумаки,26
Каруи,2
Карура,2
Кацую,3
Кей,0
Кейри,0
Киба Инузука,14
Кидомару,0
Кизаши Харуно,0
Кимимаро,13
Кин Цучи,0
Кира Би,4
Кисаме Хошигаки,29
Ко Хьюга,1
Кокуоу (Гоби),2
Конан,25
Конохамару Сарутоби,7
Котецу Хагане,1
Кохару Утатане,0
Курама (Кьюби),62
Куренай Юхи,9
Куромару,1
Куроцучи,0
brand,likes
Кушина Узумаки,33
Кьёдайгумо,0
Лог,1
Мадара Учиха,81
Майто Гай,28
Манда,3
Мататаби (Ниби),6
Мацури,1
Мебуки Харуно,0
Мей Теруми,9
Менма Узумаки,11
Мизуки,0
Микото Учиха,12
Минато Намикадзе,51
Мираи Сарутоби,2
Мисуми Цуруги,0
Мито Узумаки,12
Морои,0
Моэги Казамацури,1
Муу,0
Наваки,2
Нагато Узумаки,25
Наруто Узумаки,222
Неджи Хьюга,80
Ноно Якуши,0
Обито Учиха (Тоби),53
Огама Сеннин,0
Омои,0
Ооноки,0
Орочимару,119
Отсутсуки Тонери,2
Паккун,3
Райдо Намиаши,3
Раса,0
Ретто,0
Рин Нохара,13
Рок Ли,22
Роуши,0
Сай,27
Сайкен (Рокуби),0
Сакон,0
Сакумо Хатаке,6
Сакура Харуно,88
Самуи,0
Сарада Учиха,4
Саске Учиха,142
Сасори,40
Сон Гоку (Йонби),0
Сора,3
Суйгецу Хозуки,13
brand,likes
Таджима Учиха,5
Таюя,14
Темари,33
Тен-Тен,14
Теучи,1
Тобирама Сенджу,32
Тон-Тон,0
Удон,0
Утаката,5
Фугаку Учиха,1
Фукасаку,0
Фуу,5
Хагоромо Ооцуцуки (Рикудо Сеннин),3
Хаку,26
Хакуджа Сеннин,2
Хамура Ооцуцуки,1
Хан,0
Хана Инузука,1
Ханаби Хьюга,13
Ханзо,0
Хаширама Сенджу,21
Хиаши Хьюга,0
Хидан,37
Хизаши Хьюга,0
Химавари Узумаки,8
Хината Хьюга,75
Хирузен Сарутоби,6
Хомура Митокадо,0
Цуме Инузука,4
Цунаде,47
Чиё,1
Чоджи Акимичи,8
Чоуджуро,0
Чоуза Акимичи,0
Чоумей (Нанаби),1
Чоучоу Акимичи,0
Шиби Абураме,0
Шизума Хошигаки,2
Шизуне,4
Шикадай Нара,4
Шикаку Нара,4
Шикамару Нара,110
Шима,0
Шино Абураме,8
Шисуи Учиха,22
Шукаку (Ичиби),2
Эбизо,0
Эбису,1
Энма,0
Югито Нии,4
brand,likes
Юкимару,3
Юра,0
Ягура,2
Яманака Фуу,0
Ямато (Тензо),16
Яоки,0
Яхико,10
Яшамару,0
brand,likes
Абураме Торуне,0
Акамару,10
Акахоши,0
Амеюри Ринго,2
Анко Митараши,26
Ао,0
Аоба Ямаширо,2
Аода,4
Асума Сарутоби,11
Асура Ооцуцуки,12
Ацуи,0
Ашина Узумаки,1
Аяме,3
Баки,0
Баку,0
Бансай,0
Бару Учиха,0
Бекко,0
Бивако Сарутоби,0
Блю Би (Фукаи),0
Боруто Узумаки,9
Бунпуку,0
Буцума Сенджу,3
Бьякурен,0
Гаара,130
Гамабунта,5
Гамаден,0
Гамакен,0
Гамакичи,4
Гаматацу,2
Гамахиро,0
Гари,0
Гато,0
Гекко Хаяте,6
Генгецу Хозуки,4
Генма Ширануи,15
Геротора,1
Гурен,8
Гьюки (Хачиби),3
Дан Като,4
Данзо Шимура,6
Даруи,2
Дейдара,67
Джей,0
Джирайя,42
Джиробо,0
Джуго,6
Досу Кинута,1
Ёмэ,0
Забуза Момочи,23
brand,likes
Заку Абуми,0
Зецу,5
Ибики Морино,4
Изумо Камизуки,1
Изуна Учиха,41
Индра Ооцуцуки,13
Ино Яманака,40
Иноджин Яманака,3
Иноичи Яманака,1
Ироха Хьюга,0
Ирука Умино,26
Исобу (Санби),1
Итама Сенджу,3
Итачи Учиха,210
Йорои Акадо,0
Йошино Нара,1
Кабуто Якуши,20
Каваки,0
Каварама Сенджу,1
Кагами Учиха,6
Кагура Каратачи,2
Кагуя Ооцуцуки,24
Казума (Фуридо),0
Какаши Хатаке,218
Какузу,14
Канкуро,13
Канпу,0
Карин Узумаки,26
Каруи,2
Карура,2
Кацую,3
Кей,0
Кейри,0
Киба Инузука,14
Кидомару,0
Кизаши Харуно,0
Кимимаро,13
Кин Цучи,0
Кира Би,4
Кисаме Хошигаки,29
Ко Хьюга,1
Кокуоу (Гоби),2
Конан,25
Конохамару Сарутоби,7
Котецу Хагане,1
Кохару Утатане,0
Курама (Кьюби),62
Куренай Юхи,9
Куромару,1
Куроцучи,0
brand,likes
Кушина Узумаки,33
Кьёдайгумо,0
Лог,1
Мадара Учиха,81
Майто Гай,28
Манда,3
Мататаби (Ниби),6
Мацури,1
Мебуки Харуно,0
Мей Теруми,9
Менма Узумаки,11
Мизуки,0
Микото Учиха,12
Минато Намикадзе,51
Мираи Сарутоби,2
Мисуми Цуруги,0
Мито Узумаки,12
Морои,0
Моэги Казамацури,1
Муу,0
Наваки,2
Нагато Узумаки,25
Наруто Узумаки,222
Неджи Хьюга,80
Ноно Якуши,0
Обито Учиха (Тоби),53
Огама Сеннин,0
Омои,0
Ооноки,0
Орочимару,119
Отсутсуки Тонери,2
Паккун,3
Райдо Намиаши,3
Раса,0
Ретто,0
Рин Нохара,13
Рок Ли,22
Роуши,0
Сай,27
Сайкен (Рокуби),0
Сакон,0
Сакумо Хатаке,6
Сакура Харуно,88
Самуи,0
Сарада Учиха,4
Саске Учиха,142
Сасори,40
Сон Гоку (Йонби),0
Сора,3
Суйгецу Хозуки,13
brand,likes
Таджима Учиха,5
Таюя,14
Темари,33
Тен-Тен,14
Теучи,1
Тобирама Сенджу,32
Тон-Тон,0
Удон,0
Утаката,5
Фугаку Учиха,1
Фукасаку,0
Фуу,5
Хагоромо Ооцуцуки (Рикудо Сеннин),3
Хаку,26
Хакуджа Сеннин,2
Хамура Ооцуцуки,1
Хан,0
Хана Инузука,1
Ханаби Хьюга,13
Ханзо,0
Хаширама Сенджу,21
Хиаши Хьюга,0
Хидан,37
Хизаши Хьюга,0
Химавари Узумаки,8
Хината Хьюга,75
Хирузен Сарутоби,6
Хомура Митокадо,0
Цуме Инузука,4
Цунаде,47
Чиё,1
Чоджи Акимичи,8
Чоуджуро,0
Чоуза Акимичи,0
Чоумей (Нанаби),1
Чоучоу Акимичи,0
Шиби Абураме,0
Шизума Хошигаки,2
Шизуне,4
Шикадай Нара,4
Шикаку Нара,4
Шикамару Нара,110
Шима,0
Шино Абураме,8
Шисуи Учиха,22
Шукаку (Ичиби),2
Эбизо,0
Эбису,1
Энма,0
Югито Нии,4
brand,likes
Юкимару,3
Юра,0
Ягура,2
Яманака Фуу,0
Ямато (Тензо),16
Яоки,0
Яхико,10
Яшамару,0
brand,price
brand,price
brand,price
brand,price
brand,price
brand,likes
Абураме Торуне,0
Акамару,10
Акахоши,0
Амеюри Ринго,2
Анко Митараши,26
Ао,0
Аоба Ямаширо,2
Аода,4
Асума Сарутоби,11
Асура Ооцуцуки,12
Ацуи,0
Ашина Узумаки,1
Аяме,3
Баки,0
Баку,0
Бансай,0
Бару Учиха,0
Бекко,0
Бивако Сарутоби,0
Блю Би (Фукаи),0
Боруто Узумаки,9
Бунпуку,0
Буцума Сенджу,3
Бьякурен,0
Гаара,130
Гамабунта,5
Гамаден,0
Гамакен,0
Гамакичи,4
Гаматацу,2
Гамахиро,0
Гари,0
Гато,0
Гекко Хаяте,6
Генгецу Хозуки,4
Генма Ширануи,15
Геротора,1
Гурен,8
Гьюки (Хачиби),3
Дан Като,4
Данзо Шимура,6
Даруи,2
Дейдара,67
Джей,0
Джирайя,42
Джиробо,0
Джуго,6
Досу Кинута,1
Ёмэ,0
Забуза Момочи,23
brand,likes
Заку Абуми,0
Зецу,5
Ибики Морино,4
Изумо Камизуки,1
Изуна Учиха,41
Индра Ооцуцуки,13
Ино Яманака,40
Иноджин Яманака,3
Иноичи Яманака,1
Ироха Хьюга,0
Ирука Умино,26
Исобу (Санби),1
Итама Сенджу,3
Итачи Учиха,210
Йорои Акадо,0
Йошино Нара,1
Кабуто Якуши,20
Каваки,0
Каварама Сенджу,1
Кагами Учиха,6
Кагура Каратачи,2
Кагуя Ооцуцуки,24
Казума (Фуридо),0
Какаши Хатаке,218
Какузу,14
Канкуро,13
Канпу,0
Карин Узумаки,26
Каруи,2
Карура,2
Кацую,3
Кей,0
Кейри,0
Киба Инузука,14
Кидомару,0
Кизаши Харуно,0
Кимимаро,13
Кин Цучи,0
Кира Би,4
Кисаме Хошигаки,29
Ко Хьюга,1
Кокуоу (Гоби),2
Конан,25
Конохамару Сарутоби,7
Котецу Хагане,1
Кохару Утатане,0
Курама (Кьюби),62
Куренай Юхи,9
Куромару,1
Куроцучи,0
brand,likes
Кушина Узумаки,33
Кьёдайгумо,0
Лог,1
Мадара Учиха,81
Майто Гай,28
Манда,3
Мататаби (Ниби),6
Мацури,1
Мебуки Харуно,0
Мей Теруми,9
Менма Узумаки,11
Мизуки,0
Микото Учиха,12
Минато Намикадзе,51
Мираи Сарутоби,2
Мисуми Цуруги,0
Мито Узумаки,12
Морои,0
Моэги Казамацури,1
Муу,0
Наваки,2
Нагато Узумаки,25
Наруто Узумаки,222
Неджи Хьюга,80
Ноно Якуши,0
Обито Учиха (Тоби),53
Огама Сеннин,0
Омои,0
Ооноки,0
Орочимару,119
Отсутсуки Тонери,2
Паккун,3
Райдо Намиаши,3
Раса,0
Ретто,0
Рин Нохара,13
Рок Ли,22
Роуши,0
Сай,27
Сайкен (Рокуби),0
Сакон,0
Сакумо Хатаке,6
Сакура Харуно,88
Самуи,0
Сарада Учиха,4
Саске Учиха,142
Сасори,40
Сон Гоку (Йонби),0
Сора,3
Суйгецу Хозуки,13
brand,likes
Таджима Учиха,5
Таюя,14
Темари,33
Тен-Тен,14
Теучи,1
Тобирама Сенджу,32
Тон-Тон,0
Удон,0
Утаката,5
Фугаку Учиха,1
Фукасаку,0
Фуу,5
Хагоромо Ооцуцуки (Рикудо Сеннин),3
Хаку,26
Хакуджа Сеннин,2
Хамура Ооцуцуки,1
Хан,0
Хана Инузука,1
Ханаби Хьюга,13
Ханзо,0
Хаширама Сенджу,21
Хиаши Хьюга,0
Хидан,37
Хизаши Хьюга,0
Химавари Узумаки,8
Хината Хьюга,75
Хирузен Сарутоби,6
Хомура Митокадо,0
Цуме Инузука,4
Цунаде,47
Чиё,1
Чоджи Акимичи,8
Чоуджуро,0
Чоуза Акимичи,0
Чоумей (Нанаби),1
Чоучоу Акимичи,0
Шиби Абураме,0
Шизума Хошигаки,2
Шизуне,4
Шикадай Нара,4
Шикаку Нара,4
Шикамару Нара,110
Шима,0
Шино Абураме,8
Шисуи Учиха,22
Шукаку (Ичиби),2
Эбизо,0
Эбису,1
Энма,0
Югито Нии,4
brand,likes
Юкимару,3
Юра,0
Ягура,2
Яманака Фуу,0
Ямато (Тензо),16
Яоки,0
Яхико,10
Яшамару,0
brand,price
brand,price
brand,notes,likes
Абураме Торуне,"Шиноби из Деревни Скрытого Листа, член клана Абураме. Состоял в организации Корень Анбу. Был убит во время Четвёртой Мировой Войне Шиноби. Товарищ Фуу Яманака.",0
Акамару,"Ниндзя-собака из Деревни Скрытого Листа, является партнёром Кибы, его лучшим другом и компаньоном.",10
Акахоши,"Шиноби из Деревни Скрытой Звезды, расположенной в Стране Медведей. Официально необъявленный Четвёртый Хошикаге",0
Амеюри Ринго,"Куноичи из Деревни Скрытого Тумана и одна из членов предыдущего поколения Семи мечников Тумана, владеющая мечом молнии",2
Анко Митараши,"Специальный джонин Деревни Скрытого Листа. Первый раз она появляется на экзаменe на чуунина, как экзаменатор второго теста. Когда-то была ученицей Орочимару.",26
Ао,"Член АНБУ в Деревне Скрытого Тумана. Сопровождал Пятую Мизукаге на Собрание пяти Каге. На месте правого глаза — Бьякуган, которым он завладел, победив неизвестного Хьюга во время Третьей мировой войны шиноби. Погиб, защищая Боруто Узумаки от атаки Коджи Кашин.",0
Аоба Ямаширо,Специальный джонин Деревни Скрытого Листа.,2
Аода,Змея из Рьючидо и боевой партнер Саске Учихи.,4
Асума Сарутоби,"Джонин Деревни Скрытого Листа из клана Сарутоби, сын Третьего Хокаге и дядя Конохамару. Является лидером Команды 10, которая состоит из Шикамару Нары, Ино Яманаки и Чоуджи Акимичи. Был   женат на Куренай Юхи, впоследствии родившую дочь, которую назвали Мираи Сарутоби. Погиб в битве с Хиданом. В прошлом был членом группы Двенадцать Ниндзя-Защитников (Шугонин Джуниши) — элитные воины, которые положили свою жизнь на защиту Даймё Огня.",11
Асура Ооцуцуки,Младший сын Ооцуцуки Хагоромо и брат Индры Ооцуцуки. Родоначальник клана Сенджу. Его реинкарнациями являются Сенджу Хаширама и Узумаки Наруто.,12
Ацуи,Шиноби из Деревни Скрытого Облака. Брат Самуи,0
Ашина Узумаки,Был лидером клана Узумаки во времена основания первой скрытой деревни — Конохи,1
Аяме,"Дочь Теучи, работает в Ичираку Рамен.",3
Баки,"Джонин Деревни Скрытого Песка, входит в состав совета. Учитель Родственной Троицы Песка, состоящей из детей Четвертого Казекаге: Темари, Канкуро и Гаары. Впервые появляется на предварительных боях третьего этапа Экзамена на Чуунина.",0
Баку,"Личный призыв Данзо Шимуры — огромная химера, которая состоит из слона, кошки и енота. Ее величина превышает величину Сусаноо",0
Бансай,"Ниндзя-монах, старейшина Храма Огня, а также главный монах храма",0
Бару Учиха,Шиноби из клана Учиха,0
Бекко,Чуунин из Конохи,0
Бивако Сарутоби,Жена Третьего Хокаге Деревни Скрытого Листа — Хирузена Сарутоби. Ниндзя-медик. Была убита Обита Учиха.,0
Блю Би (Фукаи),"Шиноби из Кумогакуре и бывший джинчурики Гьюки, более известного как Восьмихвостый.",0
Боруто Узумаки,"Генин Деревни Скрытого Листа. Сын Наруто Узумаки и Хинаты Хьюга, а также член клана Узумаки, прямой потомок клана Хьюга по матери. Член команды Конохамару Сарутоби (команда номер 7) вместе с Мицуки и Сарадой Учиха.",9
Бунпуку,"Бывший джинчурики однохвостого Шукаку, заключенный в тюрьме Синагакуре. Священник.",0
Буцума Сенджу,"Член клана Сенджу во времена раздора и войн Учиха и Сенджу, когда селения ещё не существовали. У Буцумы были четыре сына, двое из которых — Тобирама и Хаширама, стали первыми лидерами Конохи",3
Бьякурен,"Первый Мизукаге, который основал Деревню Скрытого Тумана в Стране Воды",0
Гаара,"Является нынешним Казекаге Деревни Скрытого Песка. Джинчурики Шукаку. В прошлом член команды Баки, куда входят его брат Канкуро и сестра Темари. Главнокомандующий объеденённой армии шиноби в Четвертой Мировой Войне Шиноби. Приемный отец Шинки.",130
Гамабунта,"Главная жаба Горы Мьёбоку (хотя при первом своём появлении назвался ""Великой жабой"").",5
Гамаден,Жаба с горы Мьёбоку,0
Гамакен,Гигантская жаба с горы Мьёбоку,0
Гамакичи,Жаба горы Мьёбоку. Сын Гамабунты и старший брат Гаматацу. Личный призыв Наруто Узумаки.,4
Гаматацу,Жаба с горы Мьёбоку. Сын Гамабунты и младший брат Гамакичи.,2
Гамахиро,Гигантская жаба с горы Мьёбоку,0
Гари,"Шиноби из Ивагакуре, владелец Улучшенного генома Бакутона",0
Гато,"Богатый магнат, занимающийся перевозками, по большей части водными. Является основателем компании, назвал которую собственным именем. В подполье занимался продажей наркотиков и контрабандой, на чём, собственно, состояние и сколотил. Он совершил неудачную попытку захватить власть в Стране Волн",0
Гекко Хаяте,Специальным джоунином Деревни Скрытого Листа. Был в команде с Ибики Морино и Токарой. Возлюбленный Югао Узуки. Проктор на предварительных боях третьего этапа Экзамена на Чуунина. Убит Баки — джоунином Деревни Скрытого Песка.,6
Генгецу Хозуки,"Второй Мизукаге Деревни Скрытого Тумана. Член клана Хозуки. Был убит Вторым Цучикаге  Деревни Скрытого Камня Муу, убив при этом его.",4
Генма Ширануи,"Специальный джонин Деревни Скрытого Листа, элитный телохранитель Хокаге. Был в команде с Майто Гаем и Эбису, под руководством Чоузы Акимичи.",15
Геротора,"Одна из ""свитковых"" жаб, которые редки даже на горе Мьёбоку. Хранит на своем животе свиток с ключом от техники Хакке но Шики",1
Гурен,"Бывшая куноичи из Деревни Скрытого Звука и лидер группы подопытных Орочимару, должна была стать вторым сосудом для него. Обладательница уникального Улучшенного Генома — Стихии Кристалла.",8
Гьюки (Хачиби),"Восьмихвостый биджу, гигантский бык-осьминог. Многие годы находится в распоряжении Деревни Скрытого Облака.",3
Дан Като,"Джонин Деревни Скрытого Листа, дядя Шизуне, возлюбленный Цунаде. Умер на руках у Цунаде от потери крови в результате ранений, полученных на Второй мировой войне шиноби.",4
Данзо Шимура,"Один из старейшин Деревни Скрытого Листа из клана Шимура и глава полулегальной организации ""Корень АНБУ"". Был официальным кандидатом на титул Шестого Хокаге, но умер перед тем, как занять должность. Во время Первой мировой войны шиноби был в команде Второго Хокаге вместе с Хирузеном Сарутоби, Торифу Акимичи, Кагами Учиха, Хомура Митокадо и Кохару Утатане. Погиб в бою с Саске Учиха, подорвав себя.",6
Даруи,Джонин Скрытого Облака и правая рука Четвертого Райкаге Эя. После окончания Четвертой мировой войны шиноби становится Пятым Райкаге. Был учеником Третьего Райкаге.,2
Дейдара,"Нукенин S-ранга из Деревни Скрытого Камня. Был учеником Ооноки, состоял в Корпусе Подрывников. Самый молодой член Акацуки. Был в паре с Сасори, после смерти последнего стал напарником Тоби. Обладал улучшенным геномом Стихии Взрыва. Погиб в бою с Саске Учиха, подорвав самого себя.",67
Джей,Джонин из Деревни Скрытого Облака и партнёр Кея.,0
Джирайя,"Один из трёх легендарных Саннинов вместе с Цунаде и Орочимару. Ученик Третьего Хокаге. Учитель команды ""Сироты Аме"", состоящей из Яхико, Нагато и Конан; наставник Минато Намикадзе и Наруто Удзумаки, который получил своё имя в честь одного из героев его книги. Убит Пейном.",42
Джиробо,"Шиноби из Деревни Скрытого Звука, член команды Четвёрка Звука, наряду с Таюей, Саконом и Уконом, Кимимаро и Кидомару. Убит Чоуджи Акимичи.",0
Джуго,"Член команды Така, бывший подопытный Орочимару, родоначальник Джуина Орочимару. Был лучшим другом Кимимаро. Обладает Улучшенным Геном Клана Джуго — поглощение природной энергии.",6
Досу Кинута,"Генин деревни Скрытого Звука и лидер команды Досу, наряду с Заку Абуми и Кин Цучи, которой руководил Орочимару. Вместе с товарищами участвовал в экзамене на Чуунина. Убит Гаарой, которым завладела жажда крови Шукаку, перед финальным этапом Экзамена на Чуунина.",1
Ёмэ,Куноичи из Деревни Скрытого Песка и товарищ по команде Сен и Ширы. Ниндзя-медик.,0
Забуза Момочи,"Был ниндзя-отступником Деревни скрытого Тумана, состоял в организации Семи Шиноби-Мечников Тумана. Его называли Демон Скрытого Тумана. Совершил покушение на Четвёртого Мизукаге во время попытки государственного переворота. Умер от многочисленных ранений, полученных в бою с командой номер 7, под руководством Какаши Хатаке, и от наемников Гато.",23
brand,notes,likes
Заку Абуми,"Генин из Деревни Скрытого Звука, член команды Досу, наряду с Кин Цучи, под руководством Досу Кинута и Орочимару. Участвовал в экзамене на Чуунина. Был использован Орочимару в качестве жертвы для техники Нечистивого Воскрешения во время Вторжения в Коноху.",0
Зецу,"Член Акацуки и единственный, у кого нет партнера. На самом деле, это два существа, находящиеся в симбиозе. Состоит из двух половин — черной и белой. Черный Зецу был создан Кагуей Ооцуцуки, как физическое воплощение её воли. Белый Зецу — был одной из первых жертв Бесконечного Цукуёми Кагуи Ооцуцуки, созданный за тысячелетие до начала повествования. Был вытащен из Демонической Статуи Внешнего Пути Чёрным Зецу, а Мадара Учиха насытил его ДНК Хаширамы Сенджу.",5
Ибики Морино,"Является специальным джоунином из Дереревни Скрытого листва и командиром отряда пыток и допросов. Был в команде с Гекко Хаяте и Токара. Первый раз появляется на Экзаменe на Чуунина, как руководитель первого этапа.",4
Изумо Камизуки,"Чуунин Конохи. Первый раз появляется на Экзаменe на Чуунина, как наблюдатель первого экзамена. Является напарником и лучшим другом Котецу Хагане. Когда Цунаде стала Хокаге, Изумо и Котецу получили двойную работу, как ее ассистентов и в качестве охранников на передних воротах деревни.",1
Изуна Учиха,"Член клана Учиха и младший брат Мадары. Один из первых двух Учих, пробудивших Мангекьё Шаринган. Один из сильнейших членов клана. Был смертельно ранен в бою Тобирамой Сенджу. Умирая, отдал свои глаза слепнувшему Мадаре, чтобы его брат мог получить Вечный Мангекьё Шаринган.",41
Индра Ооцуцуки,"Старший сын Хагоромо Ооцуцуки, один из первых обладателей Шарингана и первый обладатель Мангекё Шарингана. Родоначальник клана, от него произошли все Учихи. С рождения у него глаза, чакра и духовная энергия отца, Мудреца Шести Путей. Мадара Учиха и Саске Учиха являются его реинкарнациями.",13
Ино Яманака,"Куноичи из клана Яманака Деревни Скрытого Листа. Вместе с Шикамару Нара и Чоджи Акимичи является частью 16 поколения формации Ино-Шика-Чоу под руководством Асумы Сарутоби (команда №10). Ниндзя-медик. После окончания Четвёртой мировой войны шиноби вышла замуж за Сая и родила сына, которого назвали Иноджин.",40
Иноджин Яманака,"Генин и член клана Яманака Деревни Скрытого Листа. Сын Ино и Сая. Вместе с товарищами по команде, Чоучоу Акимичи и Шикадаем Нара, они формируют семнадцатое поколение команды Ино-Шика-Чоу, сформированная под руководством Моэги.",3
Иноичи Яманака,"Глава клана Яманака. Убит во время атаки Десятихвостого во время Четвертой мировой войны шиноби. Отец Ино Яманака. Возглавлял Команду Анализа в Разведывательном Отделе деревни. Вместе с Шикаку Нарой и Чоузой Акимичи, являлся частью 15 поколения формации Ино-Шика-Чоу под предводительством неизвестного члена клана Сарутоби.",1
Ироха Хьюга,"Джонин клана Хьюга из Конохи, назначенный в Барьерный Отряд Острова-Черепахи.",0
Ирука Умино,"Чуунин Конохи. Старший инструктор, а затем и директор Академии Шиноби.",26
Исобу (Санби),"Биджу, панцирная трёххвостая черепаха серо-фиолетового цвета. Последний раз он был запечатан внутри Ягуры Каратачи, Четвертом Мизукаге Деревня Скрытого Тумана.",1
Итама Сенджу,"Шиноби из клана Сенджу, один из братьев Хаширамы Сенджу. Был убит членами клана Учиха, попав в окружение.",3
Итачи Учиха,"Один из самых противоречивых персонажей. Член вырезанного им же клана Учиха. Нукенин Конохи и член преступной организации Акацуки, где его напарником является Хошигаки Кисаме. Погиб от рук родного брата Саске Учиха.",210
Йорои Акадо,Шиноби Деревни Скрытого Звука. Был членом команды Кабуто во время экзамена на звание Чуунина вместе с Мисуми. Шпион Орочимару.,0
Йошино Нара,"Член клана Нара, жена Шикаку и мать Шикамару. Чуунин Конохи.",1
Кабуто Якуши,"Бывший нукэнин. Ниндзя-медик. Рос в сиротском приюте в Конохе под руководством бывшего шпиона ""Корня АНБУ"" Якуши Ноно, которая заменила ему мать. В Корне обучился искусству шпионажа и добывал информацию в других деревнях. Стал правой рукой и шпионом Орочимару  после убийства Ноно, когда Корень решил уничтожить их обоих. Один из главных зачинщиков Чётвертой мировой войны шиноби. В результате пребывания в технике Изанами Итачи, обрел себя и вернулся в сиротский приют Конохи.",20
Каваки,"Парень, воспитанный Карой чтобы стать будущим сосудом для Ишики Ооцуцуки и ключом к исполнению их самого большого желания. После того, как Команда 7 привела его в Коноху, Наруто Узумаки принял его в свою семью. Позже развивает братскую связь с Боруто Узумаки, чтобы разгадать тайну Камы.",0
Каварама Сенджу,Третий сын Буцумы Сенджу,1
Кагами Учиха,"Шиноби Конохи из клана Учиха, который вместе со своими товарищами по команде Данзо Шимурой и Акимичи Торифу, участвовал в Первой мировой войне шиноби в качестве Подразделения Эскорта для команды Второго Хокаге, Тобирамы Сенджу. Был близким другом Данзо и одним из немногих людей, которым Данзо действительно доверял. В какой-то момент он стал отцом, а потом, умер в возрасте 25 лет.",6
Кагура Каратачи,"Внук Четвертого Мизукаге Ягуры. Помощник-преемник Шестого Мизукаге, кандидат на обладание одним из знаменитых мечей Семи Шиноби-Мечников Тумана — Хирамекареем. Принимал участие в попытке государственного переворота, организованного Шизумой Хошигаки.",2
Кагуя Ооцуцуки,"Матриарх клана Ооцуцуки, прибывшая на землю в поисках плода Божественного Древа, чакру которого она должна была предоставить главной ветви клана в другом мире. Но вкусила плод и стала первым обладателем чакры. Имела бьякуган и ринне шаринган. От императора Страны Предков Тенджи родила двух сыновей: Хагоромо и Хамура Ооцуцуки. В какой-то момент, она наложила Бесконечное Цукуёми на людей, обращая жертв гендзюцу в Армию Белых Зецу, чтобы противостоять другим членам клана Ооцуцуки, которые могли появиться с целью забрать её чакру. Впоследствии объединилась с Божественным Древом, желая обладать всей чакрой, и в форме ужасного Десятихвостого напала на своих сыновей, но была ими же запечатана, успев перед этим создать Черного Зецу — физическое воплощение её воли.",24
Казума (Фуридо),"В прошлом был членом Шугонин Джуниши — элитной организации по защите Даймё Огня. Стал лидером части группы, восставшей против Хокаге. Ниндзя-Отступник. Отец Соры. Был убит Асумой Сарутоби при повторной попытке уничтожить уничтожить Коноху и Хокаге.",0
Какаши Хатаке,"Джонин Деревни Скрытого Листа. Сын легендарного ""Белого Клыка"" Конохи — Сакумо Хатаке. Находился в команде четвёртого Хокаге — Минато Намикадзе. Теперь же возглавляет команду №7. Обладает Шаринганом, который достался ему от погибшего товарища, Обито. Его называют ""Копирующий Ниндзя"" и ""Какаши Шаринган"". Всегда опаздывает и читает извращенные книги Джирайи. Становится Шестым Хокаге.",218
